Company Name,Competitors,Founded,Headquarters,Rating,Revenue,Sector,Size,Type of ownership,Website,Company Description,wikisite,uri_name
enbridge,,1949.0,"Calgary, Canada",3.1,$10+ billion (USD),"Oil, Gas, Energy & Utilities",10000+ employees,Company - Public,,,,enbridge
encore,,,,,,,,,,,,encore
endurance international group,,1997.0,"Burlington, MA",3.2,$1 to $2 billion (USD),Information Technology,1001 to 5000 employees,Company - Public,,,,endurance_international_group
enexus global,,,,,,,,,,,,enexus_global
enquizit inc.,,,,,,,,,,,,enquizit_inc
enroute computer solutions,,,,,,,,,,,,enroute_computer_solutions
"ensco, inc.",,1969.0,"Springfield, VA",3.5,$100 to $500 million (USD),Aerospace & Defense,501 to 1000 employees,Company - Private,,,http://www.wikidata.org/entity/Q5323729,ensco_inc
ensis technologies,,,,,,,,,,,,ensis_technology
entelli consulting,"TEKsystems, BalancePoint",1999.0,"Itasca, IL",3.8,$5 to $10 million (USD),Business Services,51 to 200 employees,Company - Private,,,,entelli_consulting
enterprise medical recruiting,,,,,,,,,,,,enterprise_medical_recruiting
environmental systems,,1969.0,"Austin, TX",5.0,$25 to $50 million (USD),Information Technology,51 to 200 employees,Private Practice / Firm,http://www.envirosys.com/,,,environmental_systems
envision llc,,1994.0,"Saint Louis, MO",4.5,$25 to $50 million (USD),Business Services,201 to 500 employees,Company - Private,,,,envision_llc
eo vista llc,,,,,,,,,,,,eo_vista_llc
epi strategic search,,,,,,,,,,,,epi_strategic_search
"epitec, inc.",,1978.0,Southfield,,,,"2,500 to 4,999 employees",,https://epitec.com/,"Why should you choose Epitec? We started Epitec with a single focus, Placing People First. Knowing every good endeavor begins with listening and understanding, we’ve set about challenging every part of the employment process. Bringing the proper connections together for the perfect fit. How is Epitec different? Epitec gets to know our prospective employees, using these insights to locate the perfect placement for you. We are there, every step of the way. Providing a best-in-class compensation package combined with the opportunity to grow financially and personally through your work. What is the result? Epitec represents the world’s top companies and works to fill their open jobs with the world’s best talent. That’s led to Epitec servicing an impressive list of Fortune 100 companies. We’ve also won many awards, including twelve 101 Best & Brightest awards, four MMSDC A.C.E. Awards, multiple Crain’s awards and multiple Corp! magazine diversity awards. And that’s just the beginning, as we work to innovate the way the world thinks about employment.",,epitec_inc
equity residential,"UDR, AvalonBay Communities, Essex Property Trust",1993.0,"Chicago, IL",4.3,$2 to $5 billion (USD),Real Estate,1001 to 5000 employees,Company - Public,,,,equity_residential
erc,,,"US, Chicago, Illinois",,,,"1,500 to 1,999 employees",,http://www.ercbpo.com/,"What we do.
We are ERC, an international BPO and a full service, end-to-end provider for every aspect of the customer lifecycle. We offer outsourcing, recovery and market research services across a wide range of industries. We put people first, welcoming ideas from every direction and creating an environment where we can all thrive. So when we’re looking for our next leaders, we empower our employees to enhance their skills and take their careers further.
Who we hire.
We are looking for driven go-getters who enjoy some healthy competition – against themselves. That’s right. Those who believe they can be better tomorrow than they were today and can do so with true collaboration, support and best-in-class training. We’re looking for people from all corners of the world – those who are agile, innovative and focused. We believe our diverse culture makes us stronger as an organization.
A great start.
We are dedicated to the success of our employees. Our benefits package supports a healthy, positive work environment and it’s just the beginning. Your career can be even more rewarding.",,erc
ericsson inc.,,,,,,,,,,,,ericsson_inc
esri,Pitney Bowes,1969.0,"Redlands, CA",3.5,$1 to $2 billion (USD),Information Technology,1001 to 5000 employees,Company - Private,http://www.esri.com/,,http://www.wikidata.org/entity/Q1045778,esri
essential software inc.,,,,,,,,,,,,essential_software_inc
"essilor of america, inc.",,,,,,,,,,,,essilor_of_america
"eteam, inc.",,1998.0,"US, South Plainfield, New Jersey",,,,100 to 499 employees,,http://www.eteaminc.com,Looking for a great job? Join eTeam. We’re looking for talented staffing professionals to join our staff. We also provide contract assignments and full-time jobs at Fortune 2000 Companies. We’ve been named one of the best companies to work for by Staffing Industry Analysts and New Jersey Business.,,eteam_inc
eventbrite,"See Tickets, TicketWeb, Vendini",2006.0,"San Francisco, CA",4.4,$100 to $500 million (USD),Information Technology,1001 to 5000 employees,Company - Public,,,,eventbrite
everlaw,Logikcull,2010.0,"Oakland, CA",4.6,,Information Technology,51 to 200 employees,Company - Private,,,,everlaw
evoqua,,,,,,,,,,,,evoqua
excella consulting,,2002.0,"Arlington, VA",4.0,$50 to $100 million (USD),Business Services,201 to 500 employees,Company - Private,http://www.excella.com/,,,excella_consulting
execonline,"Harvard Business School, Coursera, edX",2012.0,"New York, NY",4.2,,Education,51 to 200 employees,Company - Private,,,,execonline
"executive hills management, inc",,,"Leawood, KS",,,,51 to 200 employees,Unknown,,,,executive_hills_management
exelixis,"Genentech, Novartis, AstraZeneca",1994.0,"Alameda, CA",3.0,,Biotech & Pharmaceuticals,501 to 1000 employees,Company - Public,,,http://www.wikidata.org/entity/Q5419989,exelixis
expedent corp,,,,,,,,,,,,expedent_corp
experienced recruiting partners,,,,,,,,,,,,experienced_recruiting_partners
ezcater,"Seamless, Grubhub, Cater2.me",2007.0,"Boston, MA",3.9,,Information Technology,501 to 1000 employees,Company - Private,,,,ezcater
farapp,,2002.0,"Torrance, CA",4.2,,Information Technology,1 to 50 employees,Company - Private,,,,farapp
fareportal,"Expedia Group, Orbitz Worldwide, Priceline.com",2002.0,"New York, NY",3.8,$2 to $5 billion (USD),Travel & Tourism,1001 to 5000 employees,Company - Private,,,,fareportal
fareportal,"Roche, GlaxoSmithKline, Novartis",1913.0,"Cambridge, United Kingdom",3.9,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ employees,Company - Public,,,,fareportal
"federated hermes, inc.",,,,,,,,,,,,federated_hermes_inc
federation of state medical boards,,1912.0,"Euless, TX",3.6,$25 to $50 million (USD),Business Services,51 to 200 employees,Nonprofit Organization,,,,federation_of_state
fhlbank pittsburgh,,1932.0,"Pittsburgh, PA",3.7,$1 to $2 billion (USD),Finance,201 to 500 employees,Company - Private,,,,fhlbank_pittsburgh
fidelity talentsource,,,,,,,,,,,,fidelity_talentsource
finastra,,2017.0,"London, United Kingdom",3.2,$2 to $5 billion (USD),Finance,10000+ employees,Company - Private,http://www.finastra.com/,,,finastra
fiscalnote,,2013.0,"Washington, DC",3.9,,Information Technology,201 to 500 employees,Company - Private,,,,fiscalnote
fisec global,,,,,,,,,,,,fisec_global
fivestars,"Belly, SpotOn",2011.0,"San Francisco, CA",3.9,$100 to $500 million (USD),Information Technology,201 to 500 employees,Company - Private,,,,fivestars
fleetcor,,2000.0,"Peachtree Corners, GA",2.7,$2 to $5 billion (USD),Finance,5001 to 10000 employees,Company - Public,,,,fleetcor
flyhomes,,,,,,,,,,,,flyhomes
fm global,"Zurich North America, AIG, Allianz",1835.0,"Johnston, RI",3.2,$2 to $5 billion (USD),Insurance,5001 to 10000 employees,Company - Private,http://www.fmglobal.com/,,,fm_global
focus capital markets,,,,,,,,,,,,focus_capital_markets
forsk,,1987.0,France,,,,100 to 499 employees,,http://www.forsk.com,"Forsk is an independent software company providing operators and vendors with wireless network design and optimization products.
Atoll, Forsk's flagship product, is a multi-technology wireless network design and optimization software that allows operators to streamline planning and optimization activities by combining predictions and live network data.  With more than 9,500 active licenses installed with 500+ customers in 140 countries, Atoll has become the industry standard for wireless network design and optimization.
Naos is Forsk's automation and integration platform dedicated to wireless network planning and optimization.  Naos is a non-interactive server-based platform that enables operators to automate planning and optimization processes as well as integrate radio planning and optimization calculations with enterprise applications.  Naos is fully compatible with Atoll.

Atoll and Naos provide operators with a comprehensive framework for integrated, interactive and fully automated wireless network planning and optimization. Atoll and Naos are available through Forsk's offices and technical support centres in France, USA and China, as well as through a worldwide network of distributors and partners.",,forsk
forward slope inc.,,,"San Diego, CA",3.9,$10 to $25 million (USD),Accounting & Legal,51 to 200 employees,Company - Private,,,,forward_slope_inc
framatome,,,,,,,,,,,,framatome
frankcrum staffing,,1981.0,"Clearwater, FL",3.3,$5 to $10 million (USD),Business Services,51 to 200 employees,Company - Private,,,,frankcrum_staffing
franklin electric,,,,,,,"5,000 to 9,999 employees",,https://franklin-electric.com/,"Franklin Electric is a global leader in the manufacturing and distribution of products and systems focused on the movement and management of water and fuel. We offer pumps, motors, drives, and controls for use in a wide variety of residential, commercial, agricultural, industrial, and municipal applications.",,franklin_electric
freddie mac,,,,,,,,,,,,freddie_mac
frederick national laboratory,,,,,,,,,,,,frederick_national_laboratory
frederick ward associates,,1955.0,"Bel Air, MD",4.4,$1 to $5 million (USD),Business Services,1 to 50 employees,Company - Private,,,,frederick_ward_associates
freedman healthcare,,2005.0,"Newton, MA",5.0,$1 to $5 million (USD),Business Services,1 to 50 employees,Company - Private,http://www.freedmanhealthcare.com/,,,freedman_healthcare
freewave technologies,,1993.0,"Boulder, CO",2.6,$25 to $50 million (USD),Manufacturing,51 to 200 employees,Company - Private,http://www.freewave.com/,,,freewave_technology
fresh consulting,,2007.0,"Bellevue, WA",4.7,$25 to $50 million (USD),Business Services,201 to 500 employees,Company - Private,,,,fresh_consulting
frontier technology inc.,,1985.0,"Beavercreek, OH",4.0,$100 to $500 million (USD),Aerospace & Defense,201 to 500 employees,Company - Private,http://www.fti-net.com/,,http://www.wikidata.org/entity/Q30297974,frontier_technology_inc
fusco personnel inc.,,1994.0,"US, Albany, New York",,,,20 to 49 employees,,http://fuscopersonnel.net/,"Fusco Personnel is an award winning Recruiting Firm and NYS Certified Women Business Enterprise (WBE) serving the Capital Region since 1994. We specialize in executive searches, mid-level recruits, human resources consulting, as well as, temporary/contract and temp-to-hire staffing.

Fusco Personnel’s areas of expertise include information technology, finance, sales, human resources, accounting, engineering, bio-tech, clinical/non-clinical healthcare, and administrative/clerical personnel.

Our superior service combined with our highly qualified, vetted candidates set us apart from other firms. There is never a fee to applicants.
Recruiting Talent and Culture",,fusco_personnel_inc
